utc_time,current_values,hr1_tech_content,secondary_data
2022-12-23 04:10:00.000099,,,
2022-12-23 04:12:00.000074,,,
2022-12-23 04:14:00.000078,,,
2022-12-23 04:16:00.000077,,,
2022-12-23 04:18:00.000075,,,
2022-12-23 04:20:00.000070,,,
2022-12-23 04:22:00.000075,,,
2022-12-23 04:24:00.000076,,,
2022-12-23 04:26:00.000071,,,
2022-12-23 04:28:00.000093,,,
2022-12-23 04:30:00.000076,,,
2022-12-23 04:32:00.000074,,,
2022-12-23 04:34:00.000076,,,
2022-12-23 04:36:00.000076,,,
2022-12-23 04:38:00.000075,,,
2022-12-23 04:40:00.000075,,,
2022-12-23 04:42:00.000080,,,
2022-12-23 04:44:00.000076,,,
2022-12-23 04:46:00.000079,,,
2022-12-23 04:48:00.000079,,,
2022-12-23 04:50:00.000079,,,
2022-12-23 04:52:00.000087,,,
2022-12-23 04:54:00.000078,,,
2022-12-23 04:56:00.000086,,,
2022-12-23 04:58:00.000076,,,
2022-12-23 05:00:00.000073,,,
2022-12-23 05:02:00.000079,,,
2022-12-23 05:04:00.000081,,,
2022-12-23 05:06:00.000081,,,
2022-12-23 05:08:00.000079,,,
2022-12-23 05:10:00.000077,,,
2022-12-23 05:12:00.000077,,,
2022-12-23 05:14:00.000075,,,
2022-12-23 05:16:00.000077,,,
2022-12-23 05:18:00.000081,,,
2022-12-23 05:20:00.000078,,,
2022-12-23 05:22:00.000082,,,
2022-12-23 05:24:00.000076,,,
2022-12-23 05:26:00.000082,,,
2022-12-23 05:28:00.000080,,,
2022-12-23 05:30:00.000079,,,
2022-12-23 05:32:00.000077,,,
2022-12-23 05:34:00.000077,,,
2022-12-23 05:36:00.000072,,,
2022-12-23 05:38:00.000075,,,
2022-12-23 05:40:00.000075,,,
2022-12-23 05:42:00.000078,,,
2022-12-23 05:44:00.000077,,,
2022-12-23 05:46:00.000073,,,
2022-12-23 05:48:00.000079,,,
2022-12-23 05:50:00.000077,,,
2022-12-23 05:52:00.000079,,,
2022-12-23 05:54:00.000078,,,
2022-12-23 05:56:00.000077,,,
2022-12-23 05:58:00.000077,,,
2022-12-23 06:00:00.000079,,,
2022-12-23 06:02:00.000076,,,
2022-12-23 06:04:00.000073,,,
2022-12-23 06:06:00.000075,,,
2022-12-23 06:08:00.000078,,,
2022-12-23 06:10:00.000076,,,
2022-12-23 06:12:00.000078,,,
2022-12-23 06:14:00.000079,,,
2022-12-23 06:16:00.000081,,,
2022-12-23 06:18:00.000077,,,
2022-12-23 06:20:00.000076,,,
2022-12-23 06:22:00.000076,,,
2022-12-23 06:24:00.000077,,,
2022-12-23 06:26:00.000075,,,
2022-12-23 06:28:00.000078,,,
2022-12-23 06:30:00.000078,,,
2022-12-23 06:32:00.000075,,,
2022-12-23 06:34:00.000073,,,
2022-12-23 06:36:00.000074,,,
2022-12-23 06:38:00.000077,,,
2022-12-23 06:40:00.000081,,,
2022-12-23 06:42:00.000077,,,
2022-12-23 06:44:00.000077,,,
2022-12-23 06:46:00.000076,,,
2022-12-23 06:48:00.000079,,,
2022-12-23 06:50:00.000079,,,
2022-12-23 06:52:00.000077,,,
2022-12-23 06:54:00.000079,,,
2022-12-23 06:56:00.000076,,,
2022-12-23 06:58:00.000074,,,
2022-12-23 07:00:00.000078,,,
2022-12-23 07:02:00.000073,,,
2022-12-23 07:04:00.000076,,,
2022-12-23 07:06:00.000071,,,
2022-12-23 07:08:00.000077,,,
2022-12-23 07:10:00.000076,,,
2022-12-23 07:12:00.000075,,,
2022-12-23 07:14:00.000075,,,
2022-12-23 07:16:00.000075,,,
2022-12-23 07:18:00.000074,,,
2022-12-23 07:20:00.000083,,,
2022-12-23 07:22:00.000076,,,
2022-12-23 07:24:00.000075,,,
2022-12-23 07:26:00.000074,,,
2022-12-23 07:28:00.000079,,,
2022-12-23 07:30:00.000080,,,
2022-12-23 07:32:00.000081,,,
2022-12-23 07:34:00.000078,,,
2022-12-23 07:36:00.000087,,,
2022-12-23 07:38:00.000081,,,
2022-12-23 07:40:00.000085,,,
2022-12-23 07:42:00.000075,,,
2022-12-23 07:44:00.000080,,,
2022-12-23 07:46:00.000080,,,
2022-12-23 07:48:00.000080,,,
2022-12-23 07:50:00.000081,,,
2022-12-23 07:52:00.000076,,,
2022-12-23 07:54:00.000077,,,
2022-12-23 07:56:00.000073,,,
2022-12-23 07:58:00.000077,,,
2022-12-23 08:00:00.000079,,,
2022-12-23 08:02:00.000080,,,
2022-12-23 08:04:00.000075,,,
2022-12-23 08:06:00.000081,,,
2022-12-23 08:08:00.000081,,,
2022-12-23 08:10:00.000080,,,
2022-12-23 08:12:00.000077,,,
2022-12-23 08:14:00.000080,,,
2022-12-23 08:16:00.000078,,,
2022-12-23 08:18:00.000076,,,
2022-12-23 08:20:00.000076,,,
2022-12-23 08:22:00.000074,,,
2022-12-23 08:24:00.000079,,,
2022-12-23 08:26:00.000081,,,
2022-12-23 08:28:00.000088,,,
2022-12-23 08:30:00.000077,,,
2022-12-23 08:32:00.000080,,,
2022-12-23 08:34:00.000077,,,
2022-12-23 08:36:00.000083,,,
2022-12-23 08:38:00.000076,,,
2022-12-23 08:40:00.000074,,,
2022-12-23 08:42:00.000074,,,
2022-12-23 08:44:00.000072,,,
2022-12-23 08:46:00.000077,,,
2022-12-23 08:48:00.000078,,,
2022-12-23 08:50:00.000073,,,
2022-12-23 08:52:00.000080,,,
2022-12-23 08:54:00.000081,,,
2022-12-23 08:56:00.000075,,,
2022-12-23 08:58:00.000074,,,
2022-12-23 09:00:00.000078,,,
2022-12-23 09:02:00.000074,,,
2022-12-23 09:04:00.000077,,,
2022-12-23 09:06:00.000075,,,
2022-12-23 09:08:00.000075,,,
2022-12-23 09:10:00.000077,,,
2022-12-23 09:12:00.000078,,,
2022-12-23 09:14:00.000076,,,
2022-12-23 09:16:00.000073,,,
2022-12-23 09:18:00.000075,,,
2022-12-23 09:20:00.000077,,,
2022-12-23 09:22:00.000082,,,
2022-12-23 09:24:00.000077,,,
2022-12-23 09:26:00.000081,,,
2022-12-23 09:28:00.000076,,,
2022-12-23 09:30:00.000075,,,
2022-12-23 09:32:00.000075,,,
2022-12-23 09:34:00.000075,,,
2022-12-23 09:36:00.000075,,,
2022-12-23 09:38:00.000076,,,
2022-12-23 09:40:00.000075,,,
2022-12-23 09:42:00.000076,,,
2022-12-23 09:44:00.000075,,,
2022-12-23 09:46:00.000074,,,
2022-12-23 09:48:00.000075,,,
2022-12-23 09:50:00.000076,,,
2022-12-23 09:52:00.000076,,,
2022-12-23 09:54:00.000075,,,
2022-12-23 09:56:00.000076,,,
